GameID,Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Global_Sales
T6951,Hitman 2: Silent Assassin,XB,N/A,Action,Eidos Interactive,84,23,8,19,Io Interactive,M,1.19
T6952,Metal Gear Solid V: Ground Zeroes,PC,2014,Action,Konami Digital Entertainment,80,20,7.6,412,Kojima Productions,M,0.01
T6953,Paperboy / Rampage,GBA,2005,Misc,Zoo Digital Publishing,,,tbd,,DSI Games,E,0.13
T6954,Disney's Chicken Little,PS2,2005,Platform,Disney Interactive Studios,60,20,8.9,7,Avalanche Software,E10+,0.65
T6955,Raw Danger! (JP sales),PS2,2006,Action,505 Games,,,,,,,0.06
T6956,Summon Night 6: Lost Borders,PS4,2016,Action,Namco Bandai Games,,,,,Media Vision,,0.03
T6957,Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,,,,,,,1.07
T6958,Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,80,43,8.1,173,Nippon Ichi Software,T,0.29
T6959,Fist of the North Star: Ken's Rage,X360,2010,Action,Ubisoft Annecy,59,38,7.3,23,Koei,M,0.16
T6960,Transformers: Dark of the Moon,3DS,2011,Action,Activision,,,,,,,0.21
T6961,Star Fox: Zero,WiiU,2016,Shooter,Nintendo,69,82,7.4,662,PlatinumGames,E10+,0.36
T6962,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,,,tbd,,7Raven Studios,E,0.04
T6963,Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,45,10,7.5,4,Babylon Software,T,0.02
T6964,Raw Danger!,PS2,2006,Action,505 Games,,,,,,,0.03
T6965,James Bond 007: Agent Under Fire,GC,2002,Shooter,Electronic Arts,74,16,6.8,25,Electronic Arts,T,0.72
T6966,James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,73,17,8.3,11,Griptonite Games,T,0.17
T6967,National Geographic Challenge!,X360,N/A,Misc,Unknown,,,,,,,0.07
T6968,Tomb Raider Chronicles,PS,1999,Action,Eidos Interactive,,,,,,,0.61
T6969,Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,85,54,9,142,Silicon Knights,M,0.47
T6970,Lost Planet 2,PS3,2010,Shooter,Capcom,68,56,6.9,62,Capcom,T,0.95
T6971,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009,Role-Playing,Nippon Ichi Software,,,,,,,0.01
T6972,GunPey,PSP,2006,Puzzle,Atari,62,24,tbd,,Q Entertainment,E10+,0.05
T6973,Colin McRae Rally,PS,1998,Racing,Codemasters,,,,,,,2.87
T6974,Digimon World 2,PS,2000,Role-Playing,Namco Bandai Games,42,5,7.6,47,Bandai,E,0.58
T6975,Fighting Force 2,PS,1999,Action,Eidos Interactive,,,,,,,0.55
T6976,Racquet Sports,PS3,2010,Sports,Ubisoft,45,17,4.3,8,Asobo Studio,E,0.34
T6977,Calvin Tucker's Redneck Jamboree,Wii,2008,Misc,Zoo Games,26,6,tbd,,Humagade,E10+,0.31
T6978,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,67,14,8.5,4,Terminal Reality,T,0.2
T6979,Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,,,,,,,0.02
T6980,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Action,Square Enix,,,,,,,0.28
T6981,Sonic the Hedgehog 2,GEN,1992,Platform,Sega,,,,,,,6.03
T6982,Tonic Trouble,N64,1999,Platform,Ubisoft,,,,,,,0.11
T6983,Legend of Kay,WiiU,2015,Action,Nordic Games,,,,,,,0.05
T6984,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,,,,,,,2.79
T6985,Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,,,8.4,72,Bluepoint Games,T,0.04
T6986,Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,,,,,,,0.13
T6987,Barbie: Race & Ride,PS,1999,Action,Sony Computer Entertainment,,,,,,,0.59
T6988,NBA Live 08,X360,2007,Sports,Electronic Arts,73,37,5.3,19,EA Canada,E,0.52
T6989,Ghosthunter,PS2,2003,Action,Sony Computer Entertainment,69,44,8.7,22,SCE Studio Cambridge,T,0.09
T6990,Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment,,,,,,,0.1
T6991,NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,,,,,,,1.01
T6992,The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,The Adventure Company,50,5,tbd,,XPEC Entertainment Inc.,E10+,0.11
T6993,NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,48,4,5.5,4,Konami,E,0.02
T6994,Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,59,16,7.9,10,Level 5,,0.26
T6995,WWE 2K16,PS3,2015,Sports,Take-Two Interactive,,,6,21,Yuke's,T,0.51
T6996,The Urbz: Sims in the City (all regions sales),DS,2004,Simulation,Electronic Arts,,,,,,,0.44
T6997,Kisuato,PSV,2015,Adventure,TGL,,,,,,,0.03
T6998,MLB 2002,PS,2001,Sports,Sony Computer Entertainment,76,5,8.1,8,989 Sports,E,0.43
T6999,Metal Saga,PS2,2005,Role-Playing,Success,62,26,7.3,9,Crea-Tech,T,0.03
T7000,Dengeki Gakuen RPG: Cross of Venus,DS,2009,Role-Playing,ASCII Media Works,,,,,,,0.05
T7001,Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,84,41,7.8,38,Opus,E10+,0.18
T7002,Shadows of the Damned,X360,2011,Action,Electronic Arts,76,76,8.4,139,Grasshopper Manufacture,M,0.19
T7003,Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,,,tbd,,Namco Bandai Games America,T,0.11
T7004,LEGO Rock Band,DS,2009,Misc,Warner Bros. Interactive Entertainment,80,8,7.5,6,Backbone Entertainment,E,0.45
T7005,Grand Kingdom,PS4,2015,Role-Playing,Nippon Ichi Software,78,33,8.1,63,Spike Chunsoft,T,0.07
T7006,Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,,,,,,,0.91
T7007,Goat Simulator,XOne,2016,Simulation,Koch Media,53,15,6.3,63,Coffee Stain Studios,T,0.01
T7008,Monopoly Party,PS2,2002,Misc,Infogrames,,,,,,,0.51
T7009,International Soccer,2600,1981,Sports,Mattel Interactive,,,,,,,0.19
T7010,Spider-Man 2,XB,2004,Action,Activision,83,60,8.3,40,Treyarch,T,1.12
T7011,Fire Emblem: Seisen no Keifu,SNES,1996,Strategy,Nintendo,,,,,,,0.58
T7012,Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,,,,,,,0.04
T7013,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive,52,37,6.2,106,Core Design Ltd.,T,1.25
T7014,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006,Shooter,Namco Bandai Games,,,,,,,0.49
T7015,Onigokko! Portable,PSP,2013,Adventure,Alchemist,,,,,,,0.01
T7016,Madagascar,GC,2005,Platform,Activision,70,21,tbd,,Toys for Bob,E10+,0.66
T7017,Growlanser VI: Precarious World,PS2,2007,Role-Playing,Atlus,,,,,,,0.05
T7018,The Daring Game for Girls,DS,N/A,Adventure,Unknown,,,tbd,,WXP,E,0.12
T7019,Zero Divide,PS,1995,Fighting,Ocean,,,,,,,0.06
T7020,Colin McRae Rally 04,PS2,2003,Racing,Codemasters,,,,,,,0.94
T7021,Ride to Hell,PS3,2013,Racing,Deep Silver,13,4,1,218,"Eutechnyx, Deep Silver",M,0.04
T7022,Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016,Role-Playing,Tecmo Koei,,,,,,,0.03
T7023,Pirates of the Caribbean: At World's End,DS,2007,Action,Disney Interactive Studios,66,14,tbd,,Amaze Entertainment,E10+,0.34
T7024,Assault Rigs,PS,1996,Action,Electronic Arts Victor,,,,,,,0.04
T7025,Smash Court Tennis Pro Tournament,PS2,2002,Sports,Sony Computer Entertainment,73,15,7.4,10,Namco,E,0.17
T7026,Strike Witches: Shirogane no Tsubasa,PSP,2012,Strategy,Kadokawa Shoten,,,,,,,0.02
T7027,Puss in Boots,PS3,2011,Action,THQ,70,4,7,4,THQ,E10+,0.09
T7028,Tak: The Great Juju Challenge,GBA,2005,Platform,THQ,52,6,tbd,,WayForward,E,0.17
T7029,NHL 07,XB,2006,Sports,Electronic Arts,75,14,7.7,6,EA Sports,E10+,0.03
T7030,Corpse Party: Back to School Edition,3DS,2016,Adventure,Xseed Games,,,,,,,0.06
T7031,Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,58,21,6,19,Ubisoft Shanghai/Paris,T,1.08
T7032,Disney Planes Fire & Rescue,3DS,2014,Action,Disney Interactive Studios,,,,,,,0.09
T7033,Skylanders SWAP Force,Wii,2013,Platform,Activision,,,6.6,5,Beenox,E10+,2.15
T7034,Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Adventure,Idea Factory,,,,,,,0.02
T7035,The Fairly Odd Parents: Breakin' Da Rules,GBA,2003,Platform,THQ,,,,,,,0.54
T7036,The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,,,5.4,14,The Sims Studio,T,0.08
T7037,I Don't Have Many Friends Portable,PSP,2012,Adventure,Namco Bandai Games,,,,,,,0.07
T7038,Derby Stallion P,PSP,2006,Sports,Enterbrain,,,,,,,0.1
T7039,Yes! PreCure 5,DS,2007,Action,Namco Bandai Games,,,,,,,0.04
T7040,UFC 2009 Undisputed,X360,2009,Fighting,THQ,83,68,7.9,51,Yuke's,T,2.06
T7041,Kokoro no Kokoron,DS,2011,Misc,Namco Bandai Games,,,,,,,0.03
T7042,Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,70,35,8.9,9,Namco,E,0.14
T7043,Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2012,Adventure,Gust,,,,,,,0.1
T7044,The King of Fighters '98: Dream Match Never Ends,PS,1999,Fighting,SNK Playmore,,,,,,,0.08
T7045,World Championship Pool 2004,PS2,2004,Sports,Jaleco,60,4,6.7,6,Blade Interactive,E,0.05
T7046,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,42,10,1,7,Tamsoft,E10+,0.09
T7047,Battlefield 1,PS4,2016,Shooter,Electronic Arts,88,31,8.4,809,EA DICE,M,4.08
T7048,Bleach: The 3rd Phantom,DS,2008,Role-Playing,Sega,59,28,8,10,"Sega, Tom Create",T,0.2
T7049,Whac-A-Mole,DS,2005,Puzzle,Zoo Digital Publishing,,,5.4,7,DC Studios,E,0.08
T7050,Hello Kitty: Roller Rescue,GC,2005,Action,Empire Interactive,64,14,6.8,6,Xpec,E,0.08
T7051,Davis Cup Tennis,GBA,2002,Sports,Ubisoft,59,9,tbd,,Hokus Pokus,E,0.02
T7052,Yakuza 5,PS3,2012,Action,Sega,83,34,8.5,180,Ryu ga Gotoku Studios,M,0.59
T7053,Silent Hill: Downpour,PS3,2012,Action,Konami Digital Entertainment,64,41,6.9,262,Vatra,M,0.46
T7054,Killer7,GC,2005,Action,Capcom,74,57,8.5,64,Grasshopper Manufacture,M,0.15
T7055,Rec Room Games,DS,2011,Sports,Destineer,,,tbd,,Destineer,E,0.07
T7056,Dungeons & Dragons Tactics,PSP,2007,Strategy,Atari,,,,,,,0.1
T7057,DeathSmiles II,X360,2010,Shooter,Cave,,,,,,,0.03
T7058,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,,,,,,,0.06
T7059,Monster Guardians,GBA,2001,Role-Playing,Konami Digital Entertainment,,,,,,,0.03
T7060,Sherlock Holmes: The Mystery of the Mummy,DS,2009,Adventure,Focus Home Interactive,57,8,3.1,9,"Frogwares, Mistic Software",E,0.39
T7061,Outlaw Tennis,PS2,2005,Sports,Global Star,67,15,tbd,,Hypnotix,M,0.08
T7062,Disney's Planes,DS,2013,Simulation,Disney Interactive Studios,,,tbd,,TOSE,E,0.21
T7063,Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,68,38,6.8,20,EA Games,E10+,0.29
T7064,Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,61,32,6.6,32,Arc System Works,T,0.33
T7065,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,90,26,8,99,Visual Concepts,E,2.47
T7066,Worms: Battle Islands,Wii,2010,Strategy,THQ,58,13,tbd,,Team 17,E10+,0.22
T7067,Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,45,9,7.3,4,7 Studios,E10+,0.03
T7068,Knights Contract,X360,2011,Action,Namco Bandai Games,49,41,5.6,16,Game Republic,M,0.08
T7069,Tongari Boushi to Mahou no Otana,DS,2010,Simulation,Konami Digital Entertainment,,,,,,,0.44
T7070,MLB 11: The Show,PS2,2011,Sports,Sony Computer Entertainment,,,6.2,6,SCEA San Diego Studios,E,0.13
T7071,MotoGP 10/11,X360,2011,Racing,Capcom,72,31,,,Monumental Games,E,0.06
T7072,Little League World Series Baseball 2009,DS,2009,Sports,Activision,,,tbd,,Black Lantern Studios,E,0.13
T7073,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,81,25,8.9,49,Ion Storm,M,0.21
T7074,Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,62,11,6.3,4,Buena Vista Games,E10+,0.19
T7075,Foto Showdown,DS,2010,Role-Playing,Unknown,,,tbd,,Alpha Unit,E,0.02
T7076,Cake Mania 3,DS,2009,Simulation,Majesco Entertainment,,,tbd,,"Sandlot Games, Digital Embryo",E,0.14
T7077,Wanted: Weapons of Fate,X360,2009,Shooter,Warner Bros. Interactive Entertainment,62,61,7.5,26,GRIN,M,0.37
T7078,Naruto: Ninja Destiny (US sales),DS,2006,Fighting,Namco Bandai Games,,,,,,,0.3
T7079,CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive,70,11,tbd,,Neverland,E,0.03
T7080,Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,75,18,6.4,15,EA Seattle,E,0.82
T7081,The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,59,27,5.7,13,Ubisoft Montpellier,E10+,0.26
T7082,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,89,82,9,478,GREZZO,E10+,2.34
T7083,Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,Enix Corporation,,,,,,,4.47
T7084,Re-Volt,N64,1999,Racing,Acclaim Entertainment,,,,,,,0.18
T7085,Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,Majesco Entertainment,,,,,,,0.03
T7086,Harvest Moon: Hero of Leaf Valley,PSP,2009,Simulation,Rising Star Games,74,6,7.9,12,Marvelous Entertainment,E,0.14
T7087,Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,74,17,7.7,6,Beenox,T,0.58
T7088,50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,50,14,5.9,21,Genuine Games,M,0.44
T7089,Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,53,11,6.5,4,Dreamcatcher,T,0.1
T7090,Madden NFL 11,PS3,2010,Sports,Electronic Arts,83,36,6.1,68,EA Tiburon,E,2.38
T7091,Alone in the Dark,X360,2008,Adventure,Atari,58,53,5.7,162,Eden Studios,M,0.48
T7092,Winning Post 2,SNES,1995,Sports,Tecmo Koei,,,,,,,0.3
T7093,Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,72,5,,,Digital Eclipse,E,0.18
T7094,Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,,,,,,,0.8
T7095,Conker: Live And Reloaded,XB,2005,Adventure,Microsoft Game Studios,,,,,,,0.71
T7096,LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,76,36,7.3,34,Traveller's Tales,E10+,1.16
T7097,Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,79,21,8.8,45,Atlus,T,0.31
T7098,Stacked with Daniel Negreanu,PS2,2006,Misc,Myelin Media,63,23,5.3,7,5000ft,T,0.07
T7099,Carol Vorderman's Sudoku,PS2,2006,Puzzle,Xplosiv,75,4,tbd,,Atomic Planet Entertainment,E,0.28
T7100,Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,,,,,,,0.12
T7101,Dragon's Dogma Online,PS4,2015,Role-Playing,Capcom,,,,,,,0.08
T7102,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,49,11,6.3,12,Immersion Software & Graphics,T,0.05
T7103,Tomb Raider (2013),X360,2013,Action,Square Enix,,,,,,,1.89
T7104,Virtual Pro Wrestling,PS,1996,Fighting,Asmik Ace Entertainment,,,,,,,0.1
T7105,Rock Band Country Track Pack,Wii,2009,Misc,MTV Games,,,tbd,,Harmonix Music Systems,E10+,0.44
T7106,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,,,,,,,0.85
T7107,Rampage 2: Universal Tour,N64,1999,Action,GT Interactive,,,,,,,0.22
T7108,Tomb Raider: Legend,X360,2006,Action,Eidos Interactive,80,54,7.3,84,Crystal Dynamics,T,0.37
T7109,Hotel for Dogs,DS,2008,Simulation,505 Games,,,tbd,,505 Games,E,0.23
T7110,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011,Adventure,Avanquest,,,,,,,0.01
T7111,Karaoke Revolution Glee,Wii,2010,Misc,Konami Digital Entertainment,,,tbd,,Konami,T,0.82
T7112,Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,41,8,5,11,Electronic Arts,T,0.54
T7113,Wave Race: Blue Storm,GC,2001,Racing,Nintendo,80,21,8.3,29,Nintendo,E,0.6
T7114,Discovery Kids: Parrot Pals,DS,2009,Simulation,505 Games,,,tbd,,505 Games,E,0.07
T7115,Full Spectrum Warrior,PS2,2005,Strategy,THQ,74,24,8,13,Pandemic Studios,M,0.3
T7116,Saints Row IV,PS4,2015,Action,Deep Silver,,,,,,,0.39
T7117,Transformers: Dark of the Moon,Wii,2011,Action,Activision,,,,,,,0.17
T7118,Worms 3D,XB,2003,Strategy,Sega,69,20,8.4,10,Team 17,T,0.06
T7119,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,,,tbd,,"Majesco Games, Majesco",T,2.81
T7120,Thief (2014),XOne,2014,Action,Square Enix,,,,,,,0.46
T7121,Tetris 2 + Bombliss,NES,1991,Puzzle,BPS,,,,,,,0.32
T7122,Alone in the Dark,Wii,2008,Adventure,Atari,39,10,4.4,34,Hydravision,M,0.18
T7123,Quake II,N64,1999,Shooter,Activision,,,,,,,0.3
T7124,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,69,29,8.8,4,Krome Studios,E,0.11
T7125,Magic Pengel: The Quest for Color,PS2,2002,Role-Playing,Taito,74,24,7.5,12,Taito Corporation,E,0.07
T7126,F1 2011,PC,2011,Racing,Codemasters,83,10,7.2,83,Codemasters,E,0.19
T7127,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,53,30,6.3,46,"EA Canada, Nihilistic",T,0.77
T7128,Inazuma Eleven GO,3DS,2011,Role-Playing,Nintendo,,,,,,,0.53
T7129,The Mummy,GBA,2002,Action,Ubisoft,72,6,tbd,,Ubisoft Milan,E,0.02
T7130,Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,62,25,7.2,28,"Gust, Idea Factory",T,0.18
T7131,Darkest of Days,X360,2009,Shooter,Phantom EFX,44,25,4.8,76,8Monkey Labs,M,0.1
T7132,Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,37,14,4.6,7,7 Studios,E10+,0.04
T7133,Aquaman: Battle for Atlantis,GC,2003,Action,TDK Mediactive,27,9,3.1,19,TDK Mediactive,T,0.01
T7134,Petz: Catz 2,DS,2007,Simulation,Ubisoft,,,9,4,Powerhead Games,E,1.02
T7135,Theatrhythm Final Fantasy: Curtain Call,3DS,2014,Misc,Square Enix,83,52,8.2,66,Indies Zero,T,0.37
T7136,Xbox Live Arcade Unplugged Volume 1,X360,2006,Misc,Microsoft Game Studios,,,tbd,,,,0.07
T7137,Tom Clancy's Rainbow Six: Rogue Spear,PS,2001,Shooter,Ubisoft,,,,,,,0.23
T7138,Spider-Man 2,DS,2004,Action,Activision,61,46,5,6,Vicarious Visions,E,0.49
T7139,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,44,16,8.6,5,Natsume,T,0.03
T7140,Majin and the Forsaken Kingdom,X360,2010,Adventure,Namco Bandai Games,74,46,8.1,24,Game Republic,T,0.19
T7141,TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,84,39,9.1,117,Free Radical Design,M,0.24
T7142,Hitman: Absolution,X360,2012,Action,Square Enix,79,51,7.1,453,Io Interactive,M,1.73
T7143,J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009,Sports,Sega,,,,,,,0.16
T7144,Rule of Rose,PS2,2006,Action,505 Games,59,44,8.6,51,"Punchline, Shirogumi",M,0.02
T7145,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010,Simulation,Electronic Arts,,,,,,,0.52
T7146,RayStorm,PS,1997,Shooter,Sony Computer Entertainment,79,7,7.8,4,Taito Corporation,E,0.07
T7147,FIFA Soccer 11,DS,2010,Sports,Electronic Arts,63,5,tbd,,EA Sports,E,0.7
T7148,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulation,fonfun,,,,,,,0.02
T7149,Madden NFL 06,DS,2005,Sports,Electronic Arts,66,9,6.3,12,Exient Entertainment,E,0.12
T7150,Monsters vs. Aliens,X360,2009,Action,Activision,63,31,6.6,7,Beenox,E10+,0.17
T7151,Renai 0 Kilometer,PSP,2013,Adventure,Alchemist,,,,,,,0.03
T7152,Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,78,39,8,282,Techland,M,0.03
T7153,Medieval II: Total War Gold Edition,PC,2008,Strategy,Sega,,,8,9,Sega,T,0.37
T7154,de Blob 2,Wii,2011,Platform,THQ,79,20,8.1,26,Blue Tongue Entertainment,E10+,0.18
T7155,State of Emergency,XB,2003,Action,Take-Two Interactive,67,21,6.3,11,VIS Entertainment,M,0.17
T7156,XGIII: Extreme G Racing,GC,2001,Racing,Acclaim Entertainment,83,21,7.8,14,Acclaim,E,0.15
T7157,Harvest Moon: Boy & Girl,PSP,2005,Simulation,Marvelous Interactive,,,,,,,0.09
T7158,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,Ubisoft,93,74,8.6,68,Ubisoft Shanghai,T,1.48
T7159,Rock Band: Metal Track Pack,Wii,2009,Misc,MTV Games,,,tbd,,Harmonix Music Systems,T,0.11
T7160,My Horse & Me: Riding for Gold,Wii,2008,Sports,Atari,,,,,,,0.05
T7161,The Idolm@ster,X360,2007,Simulation,Namco Bandai Games,,,,,,,0.08
T7162,World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,,,,,,,0.13
T7163,NCAA Football 13,X360,2012,Action,Electronic Arts,76,20,5.5,65,EA Tiburon,E,1.09
T7164,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,81,12,7.8,10,Indies Zero,E,3.11
T7165,Summer Athletics,PC,2008,Sports,DTP Entertainment,,,tbd,,49Games,,0.01
T7166,Meiji Toukyou Renka,PSP,2013,Adventure,Broccoli,,,,,,,0.02
T7167,The King of Fighters '96,PS,1997,Fighting,SNK,,,,,,,0.08
T7168,Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,49,12,5.8,32,Prope,E10+,0.09
T7169,Harvest Moon: The Tale of Two Towns,3DS,N/A,Simulation,Unknown,,,,,,,0.3
T7170,Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,51,4,5.2,5,Traveller's Tales,E10+,0.11
T7171,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,49,16,4.6,7,Konami,T,0.19
T7172,PictoImage,DS,2007,Puzzle,Sega,61,11,tbd,,Sega,E,0.1
T7173,Fantasy Aquarium by DS,DS,2008,Simulation,Mercury Games,,,,,,,0.07
T7174,Cursed Mountain,Wii,2009,Adventure,Deep Silver,67,51,7.6,33,"Deep Silver, Sproing Interactive Media, Sproing",M,0.21
T7175,Kawaii Koinu DS 3,DS,2010,Simulation,MTO,,,,,,,0.02
T7176,Bottom of the 9th '97,PS,1997,Sports,Konami Digital Entertainment,,,,,,,0.02
T7177,The King of Fighters XII,X360,2009,Fighting,Ignition Entertainment,63,57,4.2,33,SNK Playmore,T,0.11
T7178,Disney's The Haunted Mansion,PS2,2003,Platform,Take-Two Interactive,,,,,,,0.36
T7179,Circus Atari,2600,N/A,Action,Atari,,,,,,,0.46
T7180,Combat Elite: WWII Paratroopers,PS2,N/A,Shooter,Unknown,54,12,tbd,,BattleBorne,T,0.06
T7181,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,64,45,5.7,98,Volition Inc.,M,0.05
T7182,Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Adventure,Idea Factory,,,,,,,0.02
T7183,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Action,Ubisoft,46,4,5.8,10,Ubisoft Osaka,E,0.04
T7184,LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,43,4,8.3,4,Hellbent Games,E,0.04
T7185,Lupin the 3rd: Treasure of the Sorcerer King,PS2,2002,Adventure,505 Games,67,16,tbd,,Banpresto,T,0.29
T7186,Galleon: Islands of Mystery,XB,2004,Action,SCi,67,40,7,10,Confounding Factor,T,0.03
T7187,Judge Dredd: Dredd Vs Death,XB,2003,Shooter,Vivendi Games,57,17,6.7,7,Rebellion,M,0.02
T7188,Pac-Man Collection,GBA,2001,Puzzle,Atari,79,13,7.8,4,Mass Media,E,2.94
T7189,Chessmaster,PS2,2003,Misc,Ubisoft,79,9,7.3,13,Ubisoft Romania,E,0.39
T7190,John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft,43,7,tbd,,Black Lantern Studios,E,0.29
T7191,NBA Ballers,PS2,2004,Sports,Midway Games,83,44,9.2,19,Midway,E,1.66
T7192,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,,,,,,,3.87
T7193,Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,70,44,5.6,186,Gas Powered Games,E10+,0.06
T7194,Brunswick Pro Bowling,X360,2010,Sports,505 Games,44,4,tbd,,"Farsight Studios, Crave",E,0.44
T7195,Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft,,,tbd,,"Lexis Numerique, Virtual Toys",E,0.26
T7196,WCW vs the World,PS,1998,Fighting,THQ,,,,,,,1.46
T7197,Without Warning,XB,N/A,Shooter,Capcom,45,25,2,5,CiRCLE,M,0.02
T7198,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,94,23,7.9,46,EA Sports,E,3.08
T7199,The Wild Thornberrys: Chimp Chase,GBA,2001,Action,THQ,,,tbd,,Helixe,E,0.16
T7200,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,,,,,,,0.02
T7201,Super Power League 2,SNES,1994,Sports,Hudson Soft,,,,,,,0.33
T7202,Ride to Hell,X360,2013,Racing,Deep Silver,19,14,1.3,433,"Eutechnyx, Deep Silver",M,0.06
T7203,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo,,,,,,,0.03
